"page","top","left","src","ocr","matched"
"28","355","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-28_7.jpg","-SAETA MARTIN EXPÉRIENCE 9-3-1999 1,78m | 72 kg AS NANCY LORRAINE (FRA)",""
"28","355","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-28_6.jpg","FIFA AETA LOUICIUS DEEDSON 11-2-2001 | 1,77111 | 70kg FC DALLAS (USA)","HOST CITY DALLAS"
"28","632","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-28_10.jpg","CHRISTOPHER ATTVS 13-3-2001 | 1,86m 1 74kg TRIESTINA CALCIO",""
"28","632","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-28_5.jpg","FIFA SAETA LEVERTON PIERRE 9-3-1998 | 178m 1 72kg FC VIZELA (POR)","HAI 5"
"28","632","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-28_11.jpg","SAETA DANLEV JEAN JACQUES 20-5-2000 | 1,82m 1 72kg UNION(USA)",""
"28","632","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-28_9.jpg","SAETA CARLENS ARCUS 28-6-1996 | 1,80m 1 73kg","HAI 2"
"28","908","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-28_3.jpg","SAETA JOHNV PLACIDE SC (FRA)",""
"28","908","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-28_14.jpg","SAETA DUKE LACROIX 14-10-1993 | 1 70kg COLORADOSPHNGSSWITCHBACKSFC(USA)","HAI 4"
"28","908","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-28_1.jpg","SAETA JEAN-KÉVIN DUVERNE 12-7-1997 1 1,86111 1 n kg KAA GENT (BEL)",""
"28","908","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-28_2.jpg","FIFA SAETA JEAN-RICNER BELLEGARDE 27-6-1998 1 1 70kg WOLVERHAMPTONWANOERERSFC(ENG)","HAI 7"
"29","79","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-29_13.jpg","FIFA WORLD CUP 2026 o 0 o o O o o 0",""
"29","79","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-29_11.jpg","FIFA DAN BURN 9-5-1992 1 1,98m 1 83 kg NEWCASTLE UNITED",""
"29","79","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-29_12.jpg","DECLAN RICE 14-1-1999 1 188m 80kg n FIFA 1","ENG 5"
"29","79","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-29_16.jpg","FIFA JORDAN HENDERSON 17-6-1990 1 1,82rn 1 80 kg BRENTFORDFC(ENG)","ENG 6"
"29","355","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-29_15.jpg","JOHN STONES 28-5-1994 | 1,88m 1 70kg MANCHESTER CITY FC (ENG)","ENG 3"
"29","355","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-29_10.jpg","COLE PALMER 6-5-2002 1 1,85m I mg CHELSEA FC (ENG)","ENG 10"
"29","355","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-29_9.jpg","FIFA BUKAVO SAKA 5-9-2001 1 178m 1 65 kg ARSENAL FC (ENG)",""
"29","355","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-29_8.jpg","FIFA ANTHONY GORDON 24-2-2001 | 1,83111 1 651<0 NEWCASTLE UNITED FC (ENG)",""
"29","631","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-29_6.jpg","OLLIE WATKINS 38-12-1995 1 1,80111 | 70kg ASTON VILLA (ENG)",""
"29","631","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-29_5.jpg","n MORGAN ROGERS 26-7-2002 1 1 73kg ASTON",""
"29","631","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-29_7.jpg","FIFA PHIL FODEN 28-5-2000 | 1,71 m | 70 kg MANCHESTER CITY FC IENG)","ENG 7"
"29","631","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-29_3.jpg","FIFA MARC GUÉHI 13-7-2000 1 1,82m 1 77kg CRYSTAL PALACE FC (ENGI",""
"29","908","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-29_4.jpg","MARCUS RASHFORD 31-10-1997 1 188 m 1 80 kg","ENG 11"
"29","908","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-29_2.jpg","""i JUDE BELLINGHAM 29-6-2003 1 1,86m 1 75 kg REAL MADRID CF (ESP)","ENG 4"
"29","908","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-29_1.jpg","JORDAN PICKFORD 7-3-1994 | I n kg EVERTON FC(ENG)","ENG 1"
"29","908","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-29_14.jpg","FIFA HARRY KANE 28-7-1993 1 IP8m 1 86 kg FC BAYERN MÜNCHEN (GER)","ENG 8"
"30","79","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-30_14.jpg","ve•VORLD CUP 2026, PAx1X1",""
"30","79","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-30_13.jpg","ALIREZA JAHANBAKHSH 11-8-1993 1 1 76kg BEL)","IRN 11"
"30","79","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-30_11.jpg","SHOJAE KHALILZADEH 14-5-1989 | 1,83rn 1 80kg TRACTOR SC (IRN)",""
"30","79","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-30_12.jpg","ALIREZA BEIRANVAND 21-9-1992 1 1,95111 1 79kg TRACTOR SC (IRN)","IRN 1"
"30","355","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-30_15.jpg","HOSSEIN KANAANI 23-3-1994 1 1 81kg PERSEPOLIS FC (IRN)","IRN 5"
"30","355","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-30_10.jpg","(-5 SARDAR AZMOUN 1-1-1995 1 1 791"" SHABAB AL-AHLI DUBAI FC IUAE)","IRN 10"
"30","355","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-30_8.jpg","SALEH HARDANI 26-12-1998 1 1,76 m 1 70 kg ESTEGHLAL FC (IRN) FIFA PANI* 1",""
"30","355","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-30_9.jpg","SAMAN GHODDOS 6-9-1993 1 1,75m 1 75kg KALBA FC (UAE)","IRN 7"
"30","631","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-30_7.jpg","SAEED EZATOLAHI 1-10-1996 | 1,90m 1 78kg SHABAB AL-AHLI DUBAIFC (UAE)","IRN 6"
"30","631","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-30_5.jpg","OMID NOORAFKAN 9-4-1997 1 1 78 kg",""
"30","632","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-30_6.jpg","n FIFA ROOZBEH CHESHMI 24-7-1993 1 L94rn 1 86 kg ESTEGHLAL FC (IRN)",""
"30","632","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-30_4.jpg","MORTEZA POURALIGANJI 19-4-1992 1 1,85m | 80 kg",""
"30","908","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-30_1.jpg","FIFA MEHDI TAREMI 18-7-1992 1 1 79kg OLYMPIACOS FC (GRE)","IRN 9"
"30","908","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-30_3.jpg","FIFA MOHAMMAD MOHEBI 20-12-1998 1 1,86m 83 kg FC ROSTOV (RUS)","IRN 8"
"30","908","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-30_2.jpg","MILAD MOHAMMADI 29-9-1993 1 1,78m 1 79 kg PERSEPOLIS FC (IRN)","IRN 3"
"30","908","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-30_16.jpg","FIFA THÉO BONGONDA 20-11-1995 1 1,77m 1 75kg FC SPARTAK MOSKVA (RUS)",""
"31","79","39","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-31_14.jpg","FIFA WORLD CUP 2026, IRAQ",""
"31","79","248","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-31_11.jpg","FIFA JAKO AKAM HASHEM 16-8-1998 1 1,86m 1 81kg AL-ZAWRAA SC (IRO)","IRQ 3"
"31","79","456","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-31_13.jpg","JAKO ALI JASIM 20-1-2004 | 178m | 74 kg AL-NAJMA SC","IRQ 9"
"31","79","664","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-31_16.jpg","JAKO IBRAHIM BAVESH 1-5-2000 1 1 74kg ALDHAFRAFC(UAE)",""
"31","355","39","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-31_12.jpg","JAKO ALI AL-HAMADI 1-3-2002 1 1,87111 1 82kg",""
"31","355","248","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-31_10.jpg","JAKO AIMAR SHER 20-12-2002 1 1,75111 1 65kg SARPSBORG 08 FF (NORI","IRQ 10"
"31","355","456","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-31_15.jpg","JAKO HUSSEIN ALI 1-3-2002 1 1,82111 1 75kg MKS POGOÑ SZCZECIN (POU","IRQ 2"
"31","355","664","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-31_9.jpg","FIFA JAKO ZIDANE 'OBAL FC UTRECHT (NED)",""
"31","631","39","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-31_8.jpg","FIFA JAKO ZAID TAHSEEN 29-1-2001 1 1,93111 1 77kg PAKHTAKOR FC (UZB)","IRQ 5"
"31","631","248","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-31_7.jpg","JAKO VOUSSEF AMVN 21-8-2003 1 1,75m 1 69kg AEKLARNACAFC(CVP)",""
"31","632","456","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-31_6.jpg","JAKO REBIN SULAKA 12-4-1992 1 1,92m 1 85 kg PORT FC (THAI",""
"31","632","664","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-31_5.jpg","JAKO OSAMA RASHID 13-1-1992 1 1,78m I n kg ZAKHO SC (IRO)",""
"31","908","39","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-31_4.jpg","FIFA á. JAKO MOHANAD ALI 20-6-2000 1 1,83m 1 76kg DIBBA FC (UAE)","IRQ 11"
"31","908","248","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-31_2.jpg","n FIFA JAKO MARKO FARJI 16-3-2004 1 1,84m 1 78kg VENEZIA FC (ITA)",""
"31","908","456","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-31_3.jpg","FIFA JAKO MERCHAS DOSKI 7-12-1999 1 L73m 1 72kg r-c VIKTORIA (CZE)","IRQ 4"
"31","908","664","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-31_1.jpg","MANAF VOUNIS 16-11-1996 1 1,90m 1 83kg AL-SHORTA SC (IRO)",""
"32","79","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-32_14.jpg","FIFA WORLD cúp JAPAN",""
"32","79","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-32_10.jpg","YUKI SOMA 25-2-1997 1 1,66111 1 68kg FC MACHIDA ZELVIA (JPN)",""
"32","79","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-32_13.jpg","FIFA DACHI KAMADA 5-8-1996 1 1,80m 1 72kg CRVSTAL PALACE FC (ENG)",""
"32","79","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-32_11.jpg","AO TANAKA 10-9-1998 1 1,80m 1 75kg","JPN 4"
"32","355","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-32_9.jpg","TSUYOSHI WATANABE 5-2-1997 1 1,84m 1 76kg FEVENOORD (NED)","JPN 2"
"32","355","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-32_12.jpg","Y-3 AMASE UEDA 28-8-1998 1 :L82m 1 76kg FEVENOORD(NED) PANIMI",""
"32","355","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-32_8.jpg","TAKIJMI MINAMINO 16-1-1995 1 1,7211 1 68kg AS MONACO (FRA)",""
"32","355","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-32_5.jpg","FIFA SHOGO TANIGUCki 15-7-1991 1,85m 1 75 kg JIJIDENSE VV (BEL)",""
"32","631","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-32_7.jpg","TAKEFUSA KUBO 4-6-2001 1 1,73m 1 64kg REAL SOCIEDAD DE FÚTBOL","JPN 9"
"32","631","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-32_3.jpg","FIFA KAISHU SANO 30-12-2000 | L76m | 67 kg 1. FSV MAINZ 05 (GER)","JPN 3"
"32","631","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-32_4.jpg","FIFA KEITO NAKAMURA 28-7-2000 1 1,80m 1 73kg STADE DE REIMS (FRA)","JPN 7"
"32","631","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-32_6.jpg","FIFA Y-3 SHUTO MACHINO 30-9-1999 1 1 81 kg BORUSSIA MONCHENGLADBACH (GER)","JPN 10"
"32","908","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-32_2.jpg","FIFA JUNYA ITO 9-3-1993 1 1,nm 1 68kg KRC GENK (BEL)",""
"32","908","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-32_1.jpg","JUNNOSUKE SUZUKI 12-7-2003 1 1,80m 1 78kg FC COPENHAGEN (DEN)",""
"32","908","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-32_15.jpg","FIFA WON MVOGO 6-6-1994 1 1,gom 1 84kg FC LORIENT (FRA)",""
"32","908","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-32_16.jpg","FIFA ARDON JASHARI AC MILAN (ITA)",""
"33","78","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-33_12.jpg","FIFA WORLD CUP 2026 JORDAN",""
"33","78","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-33_13.jpg","IBRAHIM SAADEH 27-4-2000 1 181 m 1 75kg AL-KARMA SC (IRO)","JOR 5"
"33","78","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-33_15.jpg","n FIFA IHSAN HADDAD 5-2-1994 1 1 76kg AL-HUSSEIN SC (JOB)",""
"33","79","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-33_14.jpg","IBRAHIM SABRA 1-2-2006 1 1,84 m 1 80 kg GOZTEPE SK (TUR)",""
"33","355","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-33_16.jpg","MAHMOOD AL-MARDI 6-10-1993 1 1,78m 1 73kg AL-HUSSEIN SC (JOB)",""
"33","355","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-33_11.jpg","AMER JAMOUS 3-7-2002 1 1 76 kg AL-WEHOAT SC (JOB)",""
"33","355","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-33_8.jpg","JORDAN KELME VAZAN AL-NAIMAT 4-6-1999 1 1,80m 1 69 kg AL-ARABI SC (OAT)",""
"33","355","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-33_1.jpg","n MOHAMMAD ABU ZRAVO 30-12-1997 1 1,68m I nkg",""
"33","631","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-33_10.jpg","ALI OLWAN 26-3-2000 1 1 80 kg AL-KARMA SC URO)","JOR 11"
"33","631","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-33_3.jpg","KELME MOHANNAD ABU TAHA 2-2-2003 Lnrn 1 76kg AL-OUWAAL-dAWIVA (IRO)",""
"33","631","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-33_6.jpg","KE'_ME_ NOOR AL-RAWABDEH 24-2-1997 1 1 75kg SELANGORFC(MAS)","JOR 7"
"33","631","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-33_9.jpg","FIFA KELME VAZEED ABULAILA 8-1-1993 | 1,89m 1 88kg AL-HUSSEIN SC (JOR)",""
"33","908","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-33_4.jpg","n KELME MOUSA AL-TAAMARI 10-6-1997 1 1,78111 1 75kg","JOR 9"
"33","908","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-33_7.jpg","FIFA KELME SALEEM OBAID 17-1-1992 1 185r-n 1 77kg AL-HUSSEIN SC (JOR)",""
"33","908","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-33_5.jpg","NIZAR AL-RASHDAN 23-3-1999 1 1,85m 1 74kg OATARSC(OAT)","JOR 6"
"33","908","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-33_2.jpg","KELME MOHAMMAD ABUALNADI 8-2-2001 1 1 81 kg SELANGOR FC (MAS)",""
"34","77","28","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-34_9.jpg","WORLD P 2026, MAR",""
"34","77","237","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-34_5.jpg","AYOUB EL KAABI 25-6-1993 | 1,82111 | 72kg (GRE)",""
"34","77","447","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-34_8.jpg","ELIESSE BEN SEGHIR 16-2-2005 1 1,78111 1 mg","MAR 7"
"34","77","656","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-34_2.jpg","FIFA VOUSSEF EN-NESVRI 1-6-1997 | 1,88111 | 73kg FENERBAHÇE SK (TUR)",""
"34","354","28","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-34_7.jpg","BRAHIM DÍAZ 3-8-1999 1 L70m 1 68 kg REAL MADRID CF (ESP)","MAR 11"
"34","354","237","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-34_3.jpg","n ABDE EZZALZOULI 17-12-2001 1 1 72kg REAL BETIS BALOMPIÉ (ESP)",""
"34","354","447","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-34_10.jpg","ISMAEL SABARI 28-1-2001 1 1,85rn 1 82 kg psv EINDHOVEN",""
"34","354","656","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-34_4.jpg","ADAM MASINA TORINO (ITA)",""
"34","631","28","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-34_1.jpg","n JAWAD EL VAMIO 29-2-1992 | 1,93m I BBkg AL-NAJMASC(KSA)",""
"34","631","237","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-34_6.jpg","BILAL EL KHANNOUSS 10-5-2004 1 1 70kg VFB STUTTGART (GER)","MAR 8"
"34","631","447","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-34_11.jpg","SOFVAN AMRABAT 21-8-1996 1 1,85m 1 70kg REAL BETIS BALOMPIÉ (ESP)",""
"34","631","656","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-34_12.jpg","ROMAIN SAiss 26-3-1990 1 1 84kg ALSADDSC(OAT)","MAR 5"
"34","910","28","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-34_14.jpg","YASSINE BOUNOU 5-4-1991 1 1 78kg AL HILAL SAUDI CLUB (KSA)","MAR 1"
"34","910","237","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-34_13.jpg","FIFA NAVEF AGUERD 30-3-1996 1 1,90m 1 76kg OLVMPIOUE DE MARSEILLE (FRA)",""
"34","910","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-34_15.jpg","MOROCCO",""
"34","910","656","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-34_16.jpg","SAMUEL MOUTOUSSAMV 12-8-1996 | 1 72kg ATROMITOS FC (GREI",""
"35","0","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-35-0-0.jpg","FIFA WORLD CUP MÉXICO",""
"35","0","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-35-0-1.jpg","",""
"35","0","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-35-0-2.jpg","LUIS MALAGÓN 2-3-1997 1 78kg CLUB AMÉRICA",""
"35","0","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-35-0-3.jpg","JESÚS GALLARDO 15-8-1994 | 1 78 kg DEPORTIVO TOLUCA FC (MEX)",""
"35","1","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-35-1-0.jpg","JOHAN VÁSQUEZ 22-10-1998 1 1,84111 1 72kg GENOA CFC","MEX 2"
"35","1","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-35-1-1.jpg","CÉSAR MONTES 24-2-1997 | 195rn 1 90 kg FC LOKOMOTIV MOSKVA (RUS)","MEX 3"
"35","1","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-35-1-2.jpg","MÉXIcd ISRAEL REVES 23-5-2000 1 L79m 1 73kg CLUB AMÉRICA IMEX)",""
"35","1","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-35-1-3.jpg","JORGE SÁNCHEZ 10-12-1997 | 1.75r-n I nkg CRUZ AZUL (MEXI",""
"35","2","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-35-2-0.jpg","ORBELfN PINEDA 24-3-1996 1 1 65 kg AEK ATHENS FC (GREI",""
"35","2","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-35-2-1.jpg","DIEGO LAINEZ 9-6-2000 | 168m 1 58kg",""
"35","2","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-35-2-2.jpg","*ÉXICo EDSON LVAREZ 24-10-1997 | 73kg",""
"35","2","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-35-2-3.jpg","FIFA ÉRICK SÁNCHEZ 27-9-1999 1 167 m 1 70kg",""
"35","3","0","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-35-3-0.jpg","MÉXICô CARLOS RODRÍGUEZ 3-1-1997 66kg","ESP 5"
"35","3","1","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-35-3-1.jpg","MÉXICO MARCEL RUIZ 26-10-2000 1 L82m 1 69kg DEPORTIVO TOLUCA FC(MEX)","MEX 7"
"35","3","2","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-35-3-2.jpg","RAÚL JIMÉNEZ 5-5-1991 | 1 76kg FULHAM FC (ENG)",""
"35","3","3","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\grid-35-3-3.jpg","MÉXICO SANTIAGO GIMÉNEZ 18-4-2001 | 1,85m 1 79kg AC MILAN (ITA)",""
"36","56","34","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-36_1.jpg","HIRVING LOZANO 30-7-1995 1 1 70kg PAZIZI ALEXIS VEGA 25-11-1997 1 1,74 m 1 76 kg DEPORTIVO TOLUCA FC (MEX) CÉSAR HUERTA 3-12-2000 1 1,71rn 1 67 kg RSC ANDERLECHT (BEL) ROBERTO ALVARADO 7-9-1998 1 176m 1 CD GUADALAJARA (MEX)","HOST CITY GUADALAJARA"
"36","608","34","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-36_2.jpg","JEREMIE FRIMPONG 10-12-2000 1 172rn 1 65kg LIVERPOOL FC (ENGI PANINI JURRIÉN TIMBER 17-6-2001 | 1.79m | 79 kg ARSENAL FC NATHAN AKÉ 18-2-1995 1 L8Bm I nkg MANCHESTER CITV FC (ENG) CODV GAKPO 7-5-1999 1 1,93111 1 76kg",""
"37","78","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-37_1.jpg","FIFA WORLD CUP 2026 NORGE",""
"37","78","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-37_16.jpg","FIFA ERLING HAALAND 21-7-2000 1 1,95m 1 88 kg MANCHESTER CITY (ENG)","NOR 8"
"37","78","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-37_8.jpg","PATRICK BERG 24-11-1997 | 1,77 m 1 73kg FK BODO/GLIMT (NORI PAZMI","NOR 7"
"37","78","655","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-37_15.jpg","DAVID MOLLER WOLFE 23-4-2002 | 1,85 m 1 79kg WOLVERHAMPTONWANDERERSFCIENG)",""
"37","355","29","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-37_4.jpg","LEO BSTIGÁRD 28-11-1999 1 132 m 1 80kg",""
"37","355","238","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-37_3.jpg","KRISTOFFER VASSBAKK AJER 17-4-1998 1 1.96m 1 84kg BRENTFORD FC (ENG)","NOR 3"
"37","355","446","C:\Users\nicol\Documents\DigitalPanini2026Manager\tmp_pdf_figus\figus-37_6.jpg","MORTEN THORSBV 5-5-1996 1 1 72kg GENOA",""
